Alloy,Finish,Length_m,Weight_kg_per_m,Profile_Name,Tolerances,GD_T,Order_Quantity,LME_Price_EUR,Customer_Category,Lead_Time_weeks,Quote_Price_SEK,Quote_Date
Steel,Chrome plated,24.9,0.842,Bottenlist,0.107,low,143559,3.39,small,5,2.2,2025-06-16
Lead,Polished,25.5,1.57,Ändprofil,0.066,medium,131824,3.76,large,11,2.4,2025-06-09
Iron,Polished,25.2,1.541,Glashållare,0.13,high,127342,2.56,medium,7,2.48,2025-06-15
Steel,Brushed,36.7,1.337,H-profil,0.109,low,45463,4.01,small,12,3.93,2025-07-24
Zinc,Phosphated,32.3,0.898,Kilspår,0.142,high,158986,2.86,micro,11,1.92,2025-09-24
Tin,Brushed,29.8,1.535,Kilspår,0.171,medium,92058,4.11,micro,5,3.11,2025-05-18
Lead,Plasma sprayed,22.9,1.369,Foglist,0.095,high,78357,3.72,small,9,3.35,2025-12-12
Iron,Chrome plated,34.8,1.549,Skenprofil,0.194,high,44837,3.78,medium,4,3.94,2025-09-05
Nickel,Phosphated,37.8,1.522,J-profil,0.13,low,54719,3.59,medium,12,3.77,2025-02-24
Lead,Anodized,34.7,1.569,Skruvkanal,0.143,high,74878,3.3,large,6,3.41,2025-07-28
Nickel,Wet painted,15.8,1.309,Ändprofil,0.152,low,107291,3.46,large,2,2.84,2025-01-17
Tin,Chrome plated,30.5,0.965,Karmlist,0.15,medium,153511,2.62,small,7,2.02,2025-03-09
Copper,Brushed,16.9,1.449,Tätningslist,0.127,high,155062,3.54,large,12,1.99,2025-05-13
Lead,Powder coated,21.7,1.402,Droppnäsa,0.114,medium,106899,3.55,large,6,2.84,2025-07-07
Aluminium,Blackening,17.1,1.513,Kantprofil,0.058,medium,33134,3.97,large,9,4.15,2025-11-04
Nickel,Phosphated,29.7,0.992,Stödprofil,0.053,high,64514,3.35,micro,10,3.59,2025-05-18
Zinc,Phosphated,31.6,1.015,T-profil,0.104,low,125234,2.67,large,9,2.52,2025-06-23
Aluminium,Wet painted,18.4,1.648,Ytterram,0.1,medium,156098,3.04,small,9,1.97,2025-04-07
Brass,Electroplated,24.6,1.52,Hörnvinkel,0.108,medium,132328,3.59,medium,4,2.39,2025-06-20
Brass,Polished,26.3,1.664,Anslagslist,0.071,high,153586,2.93,large,5,2.02,2025-06-03
Iron,Polished,24.3,1.528,J-profil,0.161,high,34713,3.0,medium,12,4.12,2025-07-02
Copper,Powder coated,18.5,1.381,Glashållare,0.179,high,41805,3.85,large,5,3.99,2025-08-30
Tin,Plasma sprayed,25.4,1.433,F-profil,0.191,high,152981,3.48,small,12,2.03,2025-10-31
Lead,Plasma sprayed,33.1,1.647,Tätningslist,0.124,high,135102,3.36,micro,6,2.34,2025-10-12
Titanium,Anodized,17.4,1.364,Z-profil,0.155,high,34405,3.06,small,10,4.13,2025-01-27
Zinc,Chrome plated,17.6,1.413,H-profil,0.178,low,100404,3.71,micro,10,2.96,2025-12-26
Nickel,Blackening,23.9,0.98,Karmlist,0.113,medium,160603,3.01,large,11,1.89,2025-03-01
Tin,Hot-dip galvanized,37.5,1.269,Ytterram,0.096,low,139934,3.72,large,2,2.26,2025-07-21
Aluminium,Electroplated,31.2,1.49,Z-profil,0.191,low,147197,2.66,micro,9,2.13,2025-09-07
Brass,Brushed,31.4,1.084,Kantskydd,0.127,high,90708,3.92,small,2,3.13,2025-12-28
Zinc,Hot-dip galvanized,24.1,1.021,Stödprofil,0.125,medium,69979,3.34,small,3,3.5,2025-03-10
Titanium,Hot-dip galvanized,29.5,1.123,Bottenlist,0.077,low,149208,3.25,micro,8,2.1,2025-01-21
Lead,Phosphated,16.0,1.057,Kantskydd,0.066,high,147221,3.52,large,9,2.13,2025-06-01
Iron,Powder coated,30.4,1.033,Ändprofil,0.176,high,131396,3.54,micro,2,2.41,2025-04-12
Titanium,Polished,36.9,1.224,Kantprofil,0.142,medium,112031,2.76,large,4,2.75,2025-04-05
Zinc,Anodized,29.9,1.664,Clipsprofil,0.099,low,144505,3.75,micro,8,2.18,2025-12-27
Titanium,Plasma sprayed,35.9,1.299,Hakprofil,0.079,low,97431,2.99,large,10,3.01,2025-08-17
Zinc,Blackening,32.5,1.008,T-profil,0.133,low,96580,3.99,micro,9,3.03,2025-05-05
Zinc,Powder coated,18.5,0.907,Tätningslist,0.138,high,48062,3.85,medium,9,3.88,2025-09-15
Steel,Phosphated,36.6,1.471,Glasningslist,0.081,medium,150098,3.1,large,10,2.08,2025-11-18
Nickel,Brushed,17.3,1.186,Hörnvinkel,0.178,medium,149154,3.83,small,11,2.1,2025-08-24
Brass,Anodized,28.1,1.586,Skruvkanal,0.063,low,139130,3.12,micro,4,2.27,2025-06-11
Steel,Phosphated,19.0,1.438,Tätningslist,0.103,high,91003,2.71,small,9,3.12,2025-02-11
Lead,Blackening,16.0,1.562,Doldbeslag,0.152,low,113734,4.08,micro,2,2.72,2025-10-03
Steel,Polished,25.5,1.085,Täckprofil,0.091,medium,95379,3.59,small,9,3.05,2025-12-19
Copper,Polished,22.6,1.468,Anslagslist,0.174,high,53877,3.28,small,8,3.78,2025-03-09
Copper,Polished,27.0,1.078,Täckprofil,0.161,low,33514,3.18,micro,9,4.14,2025-06-22
Brass,Powder coated,29.1,1.693,Kantskydd,0.168,low,118639,3.07,micro,2,2.64,2025-11-27
Titanium,Powder coated,16.7,1.417,U-profil,0.068,high,80414,4.11,small,7,3.31,2025-05-05
Nickel,Plasma sprayed,18.6,1.133,Glaskil,0.071,medium,121534,2.76,small,8,2.58,2025-06-19
Brass,Plasma sprayed,28.7,1.083,Bottenlist,0.093,high,95530,3.05,small,12,3.04,2025-02-16
Zinc,Brushed,23.7,1.011,Glaskil,0.128,low,155463,3.32,large,6,1.98,2025-09-18
Aluminium,Blackening,32.6,1.47,Kilspår,0.162,low,65280,3.31,large,6,3.58,2025-08-05
Nickel,Anodized,30.8,1.036,Bottenlist,0.175,low,99494,3.3,medium,8,2.97,2025-11-01
Nickel,Wet painted,35.3,1.379,L-profil,0.156,low,110106,2.83,large,12,2.79,2025-05-04
Zinc,Wet painted,31.8,1.078,Pärlspont,0.189,medium,144633,2.78,large,4,2.18,2025-10-20
Zinc,Phosphated,25.7,1.44,Korsprofil,0.161,medium,70092,2.96,micro,7,3.49,2025-06-11
Iron,Polished,31.3,1.579,Z-profil,0.096,low,78107,4.0,medium,8,3.35,2025-07-20
Brass,Anodized,22.1,1.546,Kopplingsprofil,0.09,medium,156597,2.73,medium,2,1.96,2025-10-02
Zinc,Hot-dip galvanized,22.8,1.53,H-profil,0.154,medium,157566,3.75,large,3,1.95,2025-07-25
Copper,Powder coated,34.0,1.008,Spröjsprofil,0.079,medium,54601,3.75,micro,5,3.77,2025-02-09
Lead,Chrome plated,26.1,0.918,Kantskydd,0.064,low,37441,3.84,micro,9,4.07,2025-09-30
Aluminium,Electroplated,34.2,1.474,Glasningslist,0.13,high,148782,3.96,medium,12,2.1,2025-07-07
Brass,Brushed,34.8,1.173,F-profil,0.173,high,136592,2.97,micro,11,2.32,2025-12-21
Tin,Polished,35.6,1.231,Mittpost,0.065,high,155284,2.91,small,7,1.99,2025-04-03
Copper,Polished,36.9,0.866,Dekorlist,0.169,low,46077,3.29,large,2,3.92,2025-02-11
Titanium,Blackening,25.7,1.074,Kantskydd,0.172,medium,70646,2.97,small,11,3.48,2025-04-17
Zinc,Polished,23.1,0.868,Ytterram,0.122,medium,87003,3.72,medium,6,3.2,2025-11-24
Tin,Powder coated,29.2,1.638,Vinkellist,0.059,low,127277,3.56,medium,8,2.48,2025-03-06
Zinc,Powder coated,24.3,1.059,Kilspår,0.076,low,80119,3.94,micro,7,3.32,2025-12-31
Nickel,Electroplated,29.6,1.345,Doldbeslag,0.156,high,60769,2.68,micro,10,3.66,2025-11-05
Copper,Hot-dip galvanized,32.1,0.873,Karmprofil,0.157,high,36145,4.0,medium,9,4.1,2025-05-15
Nickel,Anodized,31.7,1.445,Pärlspont,0.185,low,142486,3.02,medium,5,2.21,2025-01-24
Iron,Polished,24.4,1.131,Hörnvinkel,0.137,high,55590,3.33,small,12,3.75,2025-01-28
Nickel,Wet painted,19.6,1.655,Skruvkanal,0.069,medium,144851,3.25,small,6,2.17,2025-03-03
Iron,Plasma sprayed,25.7,1.646,U-profil,0.068,low,62999,3.76,micro,8,3.62,2025-09-30
Iron,Blackening,19.0,1.134,Dekorlist,0.158,low,76552,3.22,small,9,3.38,2025-08-17
Tin,Blackening,36.3,1.658,Kilspår,0.078,medium,130982,4.05,micro,6,2.42,2025-01-20
Zinc,Wet painted,23.7,1.745,Rörprofil,0.099,medium,35593,3.99,micro,10,4.1,2025-01-03
Titanium,Phosphated,19.3,1.589,H-profil,0.123,medium,150317,3.94,large,11,2.08,2025-08-06
Nickel,Wet painted,16.3,1.607,T-profil,0.054,high,151796,2.66,micro,5,2.05,2025-11-03
Copper,Phosphated,30.7,1.064,Kopplingsprofil,0.087,low,142234,3.91,small,5,2.22,2025-05-16
Iron,Chrome plated,30.5,1.362,Bottenlist,0.111,high,89389,3.79,medium,9,3.15,2025-01-03
Zinc,Plasma sprayed,23.6,0.899,Anslagslist,0.092,medium,144264,2.71,medium,2,2.18,2025-07-12
Aluminium,Blackening,17.4,0.924,Glasningslist,0.07,high,48908,2.72,small,9,3.87,2025-03-14
Brass,Wet painted,25.2,1.747,Ventilationslister,0.159,medium,98573,2.71,medium,6,2.99,2025-12-27
Tin,Chrome plated,22.9,1.135,Anslagslist,0.172,high,48919,2.57,micro,12,3.87,2025-04-28
Titanium,Brushed,31.4,1.519,T-profil,0.089,high,110306,3.42,medium,2,2.78,2025-06-03
Steel,Anodized,29.7,1.572,Ventilationslister,0.166,medium,147699,4.1,small,5,2.12,2025-07-28
Tin,Chrome plated,24.2,1.619,Spröjsprofil,0.108,high,120208,3.25,medium,3,2.61,2025-02-03
Aluminium,Anodized,20.8,1.746,H-profil,0.126,low,113953,3.41,micro,5,2.72,2025-05-17
Brass,Wet painted,38.6,1.057,Rörprofil,0.178,high,47079,4.09,micro,9,3.9,2025-11-14
Aluminium,Hot-dip galvanized,26.2,0.874,Innerbåge,0.162,high,83340,2.96,small,6,3.26,2025-04-30
Nickel,Chrome plated,31.7,1.212,Pärlspont,0.171,low,127130,3.91,small,2,2.49,2025-04-25
Iron,Plasma sprayed,19.0,0.956,Skenprofil,0.071,medium,88625,3.42,small,8,3.17,2025-01-13
Titanium,Wet painted,27.0,0.858,Bottenlist,0.06,low,148247,3.46,large,2,2.11,2025-03-10
Lead,Polished,16.4,1.166,Karmlist,0.184,high,53930,3.1,large,10,3.78,2025-11-29
Iron,Powder coated,27.4,1.551,Fönsterbleck,0.108,medium,137875,3.44,micro,4,2.3,2025-09-14
Lead,Chrome plated,38.0,1.353,Ändprofil,0.093,high,147736,2.67,large,4,2.12,2025-03-30
Brass,Plasma sprayed,24.6,1.122,U-profil,0.159,high,44478,3.77,large,7,3.95,2025-02-16
Zinc,Brushed,16.6,1.433,Bottenlist,0.175,low,52235,3.0,medium,11,3.81,2025-09-17
Steel,Polished,16.4,1.049,J-profil,0.179,low,79558,3.96,large,7,3.33,2025-08-16
Copper,Brushed,24.7,0.85,Skarvprofil,0.097,medium,55084,3.13,medium,12,3.76,2025-06-29
Iron,Wet painted,19.4,1.533,Bottenlist,0.178,medium,96022,2.78,small,12,3.04,2025-01-10
Titanium,Powder coated,16.3,1.405,Hakprofilslist,0.056,medium,55327,3.66,medium,7,3.76,2025-10-11
Aluminium,Chrome plated,33.2,1.532,Ramlist,0.057,high,128844,2.81,medium,2,2.46,2025-05-06
Titanium,Chrome plated,26.3,0.873,Anslagslist,0.144,low,90153,3.75,small,6,3.14,2025-05-14
Brass,Hot-dip galvanized,22.4,1.6,Vinkellist,0.059,low,144467,4.09,small,7,2.18,2025-06-04
Lead,Blackening,36.6,1.401,Z-profil,0.099,low,99659,3.79,micro,9,2.97,2025-09-05
Aluminium,Hot-dip galvanized,18.4,1.35,Pärlspont,0.151,medium,104688,2.59,micro,2,2.88,2025-05-20
Copper,Wet painted,37.8,1.406,Skenprofil,0.101,low,110908,3.5,micro,6,2.77,2025-11-14
Copper,Wet painted,23.0,1.625,Ändprofil,0.077,low,108969,3.66,micro,4,2.81,2025-06-25
Iron,Powder coated,36.3,1.372,Droppnäsa,0.092,low,47411,3.86,medium,3,3.9,2025-11-19
Brass,Hot-dip galvanized,29.7,1.366,Spröjsprofil,0.119,medium,64612,2.64,medium,12,3.59,2025-06-23
Zinc,Plasma sprayed,34.9,1.74,Foglist,0.121,low,56461,3.31,micro,9,3.74,2025-03-15
Brass,Plasma sprayed,38.5,1.526,Skarvprofil,0.167,medium,151220,3.4,large,8,2.06,2025-12-17
Lead,Powder coated,22.4,1.24,Vinkellist,0.163,low,137123,2.82,micro,11,2.31,2025-05-23
Titanium,Blackening,38.0,1.482,Avvattningsprofil,0.119,low,157314,3.06,large,8,1.95,2025-10-19
Copper,Plasma sprayed,24.7,1.192,Ändprofil,0.177,low,99613,3.25,small,6,2.97,2025-04-22
Titanium,Phosphated,24.6,1.046,Skarvprofil,0.067,medium,82674,3.87,medium,10,3.27,2025-07-25
Titanium,Anodized,23.6,1.381,Rörprofil,0.088,medium,56314,4.03,medium,6,3.74,2025-05-11
Titanium,Powder coated,28.3,1.683,Anslagslist,0.174,low,112608,3.55,large,3,2.74,2025-04-20
Copper,Powder coated,19.3,1.683,Karmprofil,0.107,high,78689,3.18,micro,4,3.34,2025-03-08
Tin,Electroplated,28.5,1.149,Baslister,0.197,medium,142463,2.95,medium,5,2.21,2025-03-27
Nickel,Polished,28.3,1.318,Fönsterbleck,0.12,medium,50461,4.11,large,6,3.84,2025-10-02
Lead,Polished,33.4,1.03,Doldbeslag,0.169,low,140100,4.11,small,4,2.26,2025-08-15
Tin,Phosphated,35.0,1.744,Fönsterbleck,0.11,high,39790,4.02,small,8,4.03,2025-11-21
Lead,Hot-dip galvanized,25.9,1.731,Karmprofil,0.114,low,151847,3.8,medium,6,2.05,2025-01-10
Aluminium,Wet painted,22.7,1.429,Skarvprofil,0.107,medium,139497,3.07,micro,6,2.27,2025-12-21
Brass,Wet painted,21.7,1.57,Kilspår,0.158,medium,56802,3.85,large,7,3.73,2025-10-15
Brass,Brushed,20.2,1.489,Fönsterbleck,0.132,low,68057,3.2,medium,8,3.53,2025-04-22
Steel,Phosphated,17.1,1.377,Kopplingsprofil,0.192,low,73411,3.07,small,11,3.44,2025-01-24
Brass,Powder coated,23.7,0.886,H-profil,0.088,high,130573,3.73,micro,11,2.43,2025-10-18
Copper,Phosphated,22.0,1.251,F-profil,0.065,high,115545,2.68,large,9,2.69,2025-12-05
Zinc,Phosphated,38.1,1.452,Doldbeslag,0.109,medium,90945,2.63,medium,10,3.13,2025-11-22
Iron,Phosphated,28.6,1.454,Fönsterbleck,0.143,high,142518,3.26,large,12,2.21,2025-06-17
Steel,Polished,23.8,1.177,Pärlspont,0.179,high,91355,3.26,micro,5,3.12,2025-04-19
Iron,Phosphated,29.2,1.695,Avvattningsprofil,0.102,medium,152115,3.97,micro,6,2.04,2025-07-09
Lead,Blackening,18.9,0.99,Korsprofil,0.148,medium,41298,2.75,small,6,4.0,2025-12-21
Iron,Anodized,26.0,1.293,Täckprofil,0.103,medium,61206,2.75,micro,9,3.65,2025-07-15
Iron,Wet painted,30.2,1.466,Isolerprofil,0.143,medium,133326,2.78,medium,10,2.38,2025-02-02
Steel,Brushed,27.0,1.472,H-profil,0.183,low,102492,2.6,large,8,2.92,2025-07-24
Aluminium,Anodized,25.0,1.428,Doldbeslag,0.085,medium,82777,2.66,micro,6,3.27,2025-11-08
Titanium,Brushed,38.7,1.088,Kilspår,0.111,medium,69201,3.6,micro,4,3.51,2025-07-01
Brass,Electroplated,36.1,0.98,Fönsterbåge,0.199,medium,123571,3.24,medium,2,2.55,2025-05-27
Brass,Brushed,30.2,1.416,Kantprofil,0.18,high,84321,3.76,large,12,3.24,2025-09-25
Copper,Wet painted,28.9,1.383,Droppnäsa,0.135,medium,61392,4.13,large,10,3.65,2025-01-11
Steel,Wet painted,30.1,1.001,Glasningslist,0.127,low,33542,3.6,small,6,4.14,2025-03-11
Copper,Phosphated,20.4,1.479,Skarvprofil,0.093,low,139143,2.63,small,10,2.27,2025-09-13
Zinc,Chrome plated,24.9,1.252,Skenprofil,0.128,medium,34131,2.72,large,11,4.13,2025-08-07
Zinc,Electroplated,16.6,1.445,J-profil,0.177,low,83021,3.95,medium,5,3.27,2025-10-24
Copper,Blackening,26.7,1.6,Skarvprofil,0.153,high,60811,3.39,medium,6,3.66,2025-12-28
Steel,Powder coated,28.3,0.992,Baslister,0.094,medium,105082,3.86,small,5,2.88,2025-09-16
Copper,Plasma sprayed,21.0,0.855,Anslagslist,0.08,low,129303,3.91,micro,3,2.45,2025-01-03
Brass,Brushed,38.0,1.547,Kilspår,0.09,low,50602,4.03,medium,2,3.84,2025-03-25
Tin,Chrome plated,36.8,1.393,Glashållare,0.075,medium,87868,4.06,micro,9,3.18,2025-06-05
Nickel,Phosphated,32.4,1.474,Doldbeslag,0.064,low,35532,3.43,medium,5,4.11,2025-05-31
Iron,Polished,28.1,1.601,Isolerprofil,0.113,medium,134362,3.09,large,6,2.36,2025-06-25
Nickel,Powder coated,35.9,1.568,Skarvprofil,0.067,low,136601,4.08,small,7,2.32,2025-07-14
Steel,Hot-dip galvanized,18.7,1.712,Stödprofil,0.076,high,83807,3.42,micro,9,3.25,2025-04-17
Nickel,Chrome plated,34.0,1.325,Foglist,0.132,low,156577,2.65,micro,12,1.97,2025-05-14
Zinc,Polished,18.6,1.282,H-profil,0.075,low,108808,3.57,large,9,2.81,2025-10-03
Lead,Electroplated,34.1,1.203,Ramlist,0.06,medium,145972,3.48,medium,8,2.15,2025-12-18
Iron,Phosphated,22.1,0.977,Clipsprofil,0.098,low,132428,3.97,micro,5,2.39,2025-06-04
Titanium,Powder coated,36.0,1.359,Glashållare,0.083,medium,42983,3.59,medium,7,3.97,2025-10-04
Steel,Powder coated,37.6,1.09,Dekorlist,0.127,high,55964,3.1,large,5,3.74,2025-08-24
Iron,Powder coated,19.2,1.676,Ytterram,0.065,medium,134664,4.09,small,8,2.35,2025-08-28
Nickel,Electroplated,26.4,1.368,Clipsprofil,0.163,medium,152312,3.82,micro,12,2.04,2025-01-13
Zinc,Brushed,38.4,1.377,Rörprofil,0.186,low,65472,3.55,medium,2,3.58,2025-12-08
Aluminium,Hot-dip galvanized,26.9,1.16,Fönsterbåge,0.162,high,115941,3.02,micro,6,2.68,2025-02-04
Tin,Blackening,35.7,0.885,Doldbeslag,0.13,medium,96640,3.14,medium,11,3.03,2025-02-16
Titanium,Electroplated,29.4,0.866,U-profil,0.179,low,119536,3.62,medium,11,2.62,2025-08-02
Tin,Plasma sprayed,24.4,1.223,Isolerprofil,0.154,low,43317,2.66,medium,5,3.97,2025-05-26
Iron,Hot-dip galvanized,22.3,0.914,Glasningslist,0.052,medium,68913,2.96,large,12,3.52,2025-06-08
Zinc,Wet painted,20.4,1.39,Skarvprofil,0.109,low,118430,3.69,small,8,2.64,2025-05-05
Zinc,Phosphated,33.4,1.64,Ramlist,0.178,medium,109220,3.31,micro,10,2.8,2025-04-20
Nickel,Electroplated,24.7,1.641,Skruvkanal,0.102,medium,62648,3.19,small,6,3.63,2025-02-06
Brass,Polished,27.6,1.437,F-profil,0.055,medium,48748,2.79,medium,5,3.87,2025-10-04
Nickel,Hot-dip galvanized,27.1,1.03,J-profil,0.162,high,41791,3.25,medium,10,4.0,2025-01-14
Brass,Plasma sprayed,29.1,1.623,Distansprofil,0.17,medium,110948,3.78,small,6,2.77,2025-12-13
Brass,Wet painted,35.8,1.644,Glashållare,0.074,low,153370,2.97,small,10,2.02,2025-08-20
Titanium,Brushed,38.4,1.016,Z-profil,0.131,high,128857,2.56,micro,9,2.46,2025-11-12
Nickel,Polished,25.2,1.509,Hakprofil,0.079,low,91059,3.61,medium,5,3.12,2025-05-04
Aluminium,Hot-dip galvanized,34.9,1.098,Foglist,0.158,high,76853,4.1,small,12,3.38,2025-10-06
Copper,Phosphated,33.4,1.568,Isolerprofil,0.091,high,33268,3.51,large,12,4.15,2025-04-21
Copper,Polished,29.0,1.745,H-profil,0.097,high,32668,2.74,medium,8,4.16,2025-05-04
Nickel,Wet painted,37.9,0.865,Glasningslist,0.177,high,106260,3.06,medium,6,2.86,2025-01-30
Nickel,Polished,20.4,1.655,Mittpost,0.121,low,67310,3.93,micro,11,3.54,2025-04-25
Tin,Anodized,18.3,1.404,Pärlspont,0.15,medium,86454,2.92,large,5,3.21,2025-03-31
Titanium,Blackening,35.5,1.724,Distansprofil,0.11,low,68151,3.52,micro,6,3.53,2025-07-31
Nickel,Chrome plated,25.9,1.261,Fönsterbåge,0.095,medium,155061,3.19,large,6,1.99,2025-02-07
Tin,Brushed,35.3,1.609,Ventilationslister,0.144,low,57796,2.88,micro,12,3.71,2025-03-24
Brass,Wet painted,36.4,0.894,Hakprofilslist,0.073,high,155868,3.84,large,10,1.98,2025-01-27
Zinc,Blackening,17.2,1.143,Baslister,0.106,high,159452,3.73,large,10,1.91,2025-08-05
Zinc,Blackening,36.2,0.898,Kopplingsprofil,0.081,medium,63236,3.6,large,7,3.62,2025-12-26
Brass,Polished,26.1,1.726,J-profil,0.154,medium,111158,2.93,small,5,2.77,2025-08-03
Steel,Chrome plated,27.5,1.581,Karmprofil,0.192,low,99305,2.71,medium,3,2.98,2025-08-09
Tin,Blackening,30.2,1.614,Bottenlist,0.199,medium,69793,3.47,large,4,3.5,2025-01-15
Tin,Chrome plated,37.2,1.692,Doldbeslag,0.118,low,102095,3.43,small,3,2.93,2025-09-16
Brass,Polished,16.2,0.915,Fönsterbåge,0.088,medium,68690,2.85,small,6,3.52,2025-09-23
Aluminium,Phosphated,26.8,1.188,U-profil,0.116,medium,42592,2.64,micro,7,3.98,2025-04-30
Lead,Anodized,31.6,0.902,Kopplingsprofil,0.177,medium,124677,2.68,medium,12,2.53,2025-05-08
